"appearance_id","game_id","player_id","player_club_id","player_current_club_id","date","player_name","competition_id","yellow_cards","red_cards","goals","assists","minutes_played"
"2581258_221916",2581258,221916,5817,5817,"2015-09-25","Andreas Oggesen","DK1",0,0,0,0,79
"2718998_266795",2718998,266795,1533,2687,"2017-04-06","Gonzalo Escalante","ES1",0,0,0,0,61
"2478614_3182",2478614,3182,12,12,"2014-09-21","Ashley Cole","IT1",0,0,0,0,90
"2251557_131709",2251557,131709,398,5817,"2013-04-08","Ogenyi Onazi","IT1",0,0,0,0,90
"2594755_61812",2594755,61812,681,621,"2016-03-12","Yuri Berchiche","ES1",1,0,0,0,83
"2594737_131505",2594737,131505,1049,399,"2016-03-02","Rodrigo","ES1",0,0,0,0,25
"3063596_288549",3063596,288549,3426,3426,"2018-08-19","Jeppe Brinch","DK1",1,0,0,1,90
"2475391_7593",2475391,7593,368,897,"2015-02-08","Fernando Navarro","ES1",0,0,0,0,90
"2720985_352898",2720985,352898,1085,2995,"2017-04-02","João Amaral","PO1",0,0,1,1,90
"4066657_70754",4066657,70754,338,55686,"2023-05-20","Denys Garmash","UKR1",0,0,0,0,25
"3210352_131161",3210352,131161,190,265,"2019-10-06","Zeca","DK1",1,0,0,0,90
"3597811_196793",3597811,196793,499,80,"2021-09-12","Maximilian Wittek","NL1",1,0,0,1,90
"2224553_47769",2224553,47769,1177,1177,"2012-09-15","Bjarni Vidarsson","DK1",0,0,1,0,3
"4387783_212229",4387783,212229,7160,7160,"2024-08-11","Halil Akbunar","TR1",0,0,0,0,90
"2656749_56067",2656749,56067,1049,1531,"2016-01-28","Pablo Piatti","CDR",1,0,0,0,63
"3063668_140446",3063668,140446,865,5817,"2018-10-29","Rilwan Hassan","DK1",1,0,0,0,18
"4270616_42205",4270616,42205,46,46,"2024-01-22","Yann Sommer","SCI",0,0,0,0,90
"3433461_126414",3433461,126414,5,46,"2021-03-21","Hakan Çalhanoğlu","IT1",1,0,1,0,90
"4403398_532444",4403398,532444,265,265,"2024-12-01","Fotis Ioannidis","GR1",0,0,0,0,75
"2486724_6150",2486724,6150,762,762,"2015-02-21","Fabricio Coloccini","GB1",0,0,0,0,90
"2604259_142920",2604259,142920,458,1053,"2016-03-13","Aleksandar Trajkovski","IT1",0,0,0,0,1
"2600617_111026",2600617,111026,595,1245,"2015-12-05","Mathieu Peybernes","FR1",0,0,0,0,90
"2229863_33572",2229863,33572,40,40,"2012-08-26","Henrique","FR1",0,0,0,0,90
"2494391_77828",2494391,77828,683,833,"2014-11-09","Mathieu Dossevi","GR1",0,0,0,0,75
"2897358_22141",2897358,22141,1025,5,"2018-03-03","Antonio Mirante","IT1",0,0,0,0,90
"3050303_139208",3050303,139208,31,31,"2018-12-02","Virgil van Dijk","GB1",0,0,0,0,90
"3063777_253210",3063777,253210,5724,678,"2019-03-17","Nicolai Poulsen","DK1",1,0,0,0,90
"2331040_30698",2331040,30698,855,855,"2013-11-09","Jonathan Martins Pereira","FR1",0,0,0,0,45
"2604148_238752",2604148,238752,398,2919,"2016-01-06","Keita Baldé","IT1",0,0,0,0,45
"3614845_177843",3614845,177843,6574,6574,"2022-04-10","Domenico Berardi","IT1",0,0,0,0,71
"2483466_46415",2483466,46415,419,3057,"2014-08-28","Duje Cop","ELQ",0,0,1,0,90
"3234748_52089",3234748,52089,3729,3719,"2019-08-25","Gia Grigalava","RU1",0,0,0,0,90
"2486830_45693",2486830,45693,873,1237,"2015-05-16","Glenn Murray","GB1",0,0,1,0,8
"2428041_47074",2428041,47074,2672,2672,"2014-02-15","Vladan Milosavljev","GR1",1,0,0,0,90
"4096233_748382",4096233,748382,82,276,"2024-04-20","Amin Sarr","L1",0,0,0,0,25
"3851232_690993",3851232,690993,475,475,"2023-03-11","Daichi Hayashi","BE1",0,0,0,0,59
"3621643_95429",3621643,95429,6912,6912,"2022-02-27","Osama Rashid","PO1",0,0,0,0,84
"2871573_20081",2871573,20081,24,24,"2018-01-26","Gelson Fernandes","L1",0,0,0,0,5
"2871547_94201",2871547,94201,82,89,"2017-08-26","Robin Knoche","L1",0,0,0,0,78
"2732178_206740",2732178,206740,968,475,"2016-10-22","Elton Acolatse","BE1",0,0,0,0,74
"3925945_373374",3925945,373374,14589,14589,"2022-10-23","Brian Mansilla","RU1",0,0,0,1,90
"3047476_174196",3047476,174196,667,3911,"2018-09-15","Kenny Lala","FR1",0,0,0,0,90
"3203684_116088",3203684,116088,89,533,"2020-05-27","Marius Bülter","L1",0,0,0,0,65
"3047577_45320",3047577,45320,583,294,"2018-11-02","Ángel Di María","FR1",0,0,0,0,90
"2903725_78961",2903725,78961,370,2553,"2017-09-16","Gary Mackay-Steven","SC1",0,0,0,0,31
"2223917_60583",2223917,60583,417,1082,"2012-11-03","Jérémy Pied","FR1",0,0,0,1,36
"2224740_111376",2224740,111376,58,601,"2012-08-12","Massimo Bruno","BE1",0,0,0,0,5
"3415323_564489",3415323,564489,2727,132,"2020-10-24","Kamal Sowah","BE1",0,0,0,1,90
"2340280_249994",2340280,249994,1301,543,"2013-09-28","José Sá","PO1",0,0,0,0,90
"3292276_199856",3292276,199856,128,128,"2020-01-05","Leandro Sosa","GR1",0,0,0,0,18
"3298466_118303",3298466,118303,2696,3524,"2020-03-08","Mehdi Zeffane","RU1",0,0,0,0,90
"3069388_312123",3069388,312123,7378,7378,"2018-08-18","Lucas Possignolo","PO1",0,0,0,0,90
"2243949_58713",2243949,58713,2292,2292,"2012-11-24","Murat Kayali","TR1",0,0,0,0,90
"3394767_314940",3394767,314940,667,667,"2021-01-24","Dimitri Liénard","FR1",0,0,0,0,1
"3183702_322309",3183702,322309,2700,2700,"2019-05-20","Gaël Ondoua","RU1",0,0,0,0,90
"2478482_13572",2478482,13572,984,1010,"2014-08-23","Ben Foster","GB1",0,0,0,0,90
"3069933_333004",3069933,333004,10484,19789,"2019-03-16","Karim Hafez","TR1",0,0,0,0,19
"2731825_325429",2731825,325429,16247,3592,"2017-02-25","Maksym Zaderaka","UKR1",0,0,0,0,23
"4208078_361238",4208078,361238,6676,6676,"2024-01-10","Rubén García","GRP",0,0,0,0,30
"2904732_75458",2904732,75458,190,405,"2017-08-15","Robin Olsen","CLQ",0,0,0,0,90
"4098830_381968",4098830,381968,3057,2727,"2024-01-26","William Balikwisha","BE1",0,0,0,0,90
"4361434_450050",4361434,450050,543,543,"2024-11-23","Jean-Ricner Bellegarde","GB1",0,0,0,0,87
"4092060_404912",4092060,404912,121,49702,"2023-07-29","Vladislav Karapuzov","RU1",0,0,0,0,16
"4129472_189070",4129472,189070,2381,2381,"2023-09-23","Modou Barrow","TR1",0,0,0,0,90
"3058604_39426",3058604,39426,42,24,"2019-02-16","Nicolai Müller","L1",0,0,0,0,90
"3450456_252641",3450456,252641,865,605,"2020-09-22","Pione Sisto","CLQ",0,0,0,0,23
"2496910_71103",2496910,71103,1455,1426,"2014-09-23","Josimar Lima","NLP",0,0,0,0,90
"3415444_183383",3415444,183383,1096,157,"2021-02-07","Pieter Gerkens","BE1",0,0,1,0,90
"2485964_52956",2485964,52956,11127,11127,"2014-08-16","Gerson Acevedo","RU1",1,0,0,0,90
"2568462_103221",2568462,103221,11127,11127,"2015-05-23","Aleksandr Novikov","RU1",0,0,0,0,90
"2330881_57170",2330881,57170,595,1160,"2013-10-19","Féthi Harek","FR1",0,0,0,0,90
"3229378_80351",3229378,80351,800,800,"2020-02-02","Josip Ilicic","IT1",0,0,1,0,76
"4094875_238639",4094875,238639,3911,167,"2024-05-19","Steve Mounié","FR1",0,0,0,0,90
"3603240_36529",3603240,36529,1519,1519,"2022-04-02","Kevin McDonald","SC1",0,0,0,0,90
"4361391_392765",4361391,392765,931,931,"2024-10-19","Emile Smith Rowe","GB1",1,0,0,0,80
"2250416_61809",2250416,61809,1269,1435,"2013-03-31","Rochdi Achenteh","NL1",0,0,0,0,90
"3613037_278654",3613037,278654,11282,7160,"2022-01-16","Emre Akbaba","TR1",0,0,1,0,90
"2552233_12589",2552233,12589,371,43,"2015-04-22","Craig Gordon","SC1",0,0,0,0,90
"4174425_376110",4174425,376110,3725,6418,"2023-09-16","Jasmin Celikovic","RU1",0,0,0,0,90
"2557614_25389",2557614,25389,2759,511,"2015-05-16","Martin Woods","SC1",0,0,0,1,90
"3614569_131731",3614569,131731,3522,3205,"2021-09-22","Mehdi Bourabia","IT1",0,0,0,0,77
"2905313_264372",2905313,264372,338,12321,"2018-02-18","Viktor Tsygankov","UKR1",0,0,1,0,90
"3890171_251485",3890171,251485,2759,2759,"2023-01-07","Jordan Tillson","SC1",0,0,0,0,90
"3828526_184534",3828526,184534,2414,2414,"2023-03-03","Alexander Ludwig","DK1",1,0,0,0,76
"2486800_54890",2486800,54890,1003,1003,"2015-04-25","Leonardo Ulloa","GB1",0,0,0,0,65
"2764437_130763",2764437,130763,169,169,"2016-10-26","Marios Antoniadis","GRP",0,0,0,0,30
"2899738_145769",2899738,145769,150,366,"2018-01-21","Sergio León","ES1",0,0,0,0,73
"3081173_391065",3081173,391065,749,290,"2018-12-09","Hamed Junior Traoré","IT1",0,0,0,0,55
"3597937_376675",3597937,376675,235,235,"2022-02-06","Richard van der Venne","NL1",1,0,0,0,64
"2244138_22382",2244138,22382,36,20,"2013-04-21","Moussa Sow","TR1",0,0,0,0,33
"3216113_361104",3216113,361104,610,383,"2019-10-19","Sergiño Dest","NL1",0,0,0,2,90
"3080315_192077",3080315,192077,2999,1519,"2018-12-26","Scott McMann","SC1",0,0,0,0,90
"2720743_60795",2720743,60795,20,20,"2016-08-28","Ismail Konuk","TR1",1,0,0,0,90
"2594527_35773",2594527,35773,681,681,"2015-09-27","Carlos Vela","ES1",0,0,0,0,90
"3088895_371851",3088895,371851,2410,410,"2018-08-25","Jaka Bijol","RU1",0,0,0,0,35
"3890176_159894",3890176,159894,987,202,"2023-02-15","Kevin van Veen","SC1",0,0,1,0,79
"4361842_898715",4361842,898715,1075,1075,"2024-08-01","Vasconcelos","ELQ",0,0,0,0,18
"2459672_120443",2459672,120443,383,16795,"2014-10-26","Santiago Arias","NL1",0,0,0,0,85
"3081244_283233",3081244,283233,749,206,"2019-02-02","Jacob Rasmussen","IT1",0,0,0,0,90
"2599221_73912",2599221,73912,3725,601,"2015-08-01","Kanu","RU1",0,0,0,0,13
"4363874_569389",4363874,569389,417,417,"2024-12-15","Sofiane Diop","FR1",0,0,0,0,85
"3047609_114340",3047609,114340,618,618,"2018-11-30","Gabriel Silva","FR1",0,0,0,0,90
"4126972_424121",4126972,424121,232,232,"2023-10-04","Pavel Maslov","RUP",1,0,0,0,73
"3139997_160736",3139997,160736,29228,3057,"2019-02-17","Noë Dussenne","BE1",1,0,0,1,90
"3947825_404845",3947825,404845,6992,63007,"2022-11-10","Vladyslav Naumets","UKR1",0,0,0,1,90
"2704232_283223",2704232,283223,16,7160,"2016-09-17","Emre Mor","L1",0,0,1,0,26
"2716701_214532",2716701,214532,1420,1420,"2017-01-14","Pierrick Capelle","FR1",0,0,0,0,90
"4014321_57723",4014321,57723,720,720,"2023-01-28","Iván Marcano","POCP",0,0,1,0,90
"3233287_148368",3233287,148368,31,703,"2019-08-04","Divock Origi","GBCS",0,0,0,0,79
"3956693_599231",3956693,599231,2282,2282,"2023-02-15","Ferran Jutglà","CL",0,0,0,0,11
"2754184_326701",2754184,326701,383,200,"2016-09-13","Bart Ramselaar","CL",0,0,0,0,23
"3508439_119228",3508439,119228,800,800,"2021-01-27","Luis Muriel","CIT",0,0,0,1,63
"3058647_216181",3058647,216181,24,24,"2019-03-11","Almamy Touré","L1",0,0,0,0,90
"2718974_137704",2718974,137704,1244,653,"2017-03-11","Miguel Ángel Guerrero","ES1",0,0,0,0,68
"2529654_45331",2529654,45331,2578,2999,"2015-04-07","Brian Easton","SC1",0,0,0,0,90
"2923567_257456",2923567,257456,2425,1465,"2017-12-30","Chico Geraldes","POCP",0,0,0,1,45
"2335706_89222",2335706,89222,660,660,"2013-10-05","Yaroslav Rakitskyi","UKR1",0,0,0,0,90
"2877815_72505",2877815,72505,403,403,"2018-02-17","Thomas Meißner","NL1",0,0,0,1,81
"2330867_48859",2330867,48859,1082,5,"2013-09-24","Simon Kjær","FR1",1,0,0,0,90
"4090253_250450",4090253,250450,5724,5724,"2024-02-23","Wessel Dammers","DK1",1,0,0,0,14
"3589354_373714",3589354,373714,826,826,"2022-01-22","Wuilker Fariñez","FR1",0,0,0,0,90
"3837832_503749",3837832,503749,405,405,"2022-08-13","Jacob Ramsey","GB1",0,0,0,0,90
"2594500_120705",2594500,120705,367,12321,"2015-09-14","Juan Carlos","ES1",0,0,0,0,90
"3451475_225593",3451475,225593,1531,714,"2021-05-22","Pere Milla","ES1",0,0,0,1,90
"2482457_36039",2482457,36039,415,415,"2015-05-09","Pavle Ninkov","FR1",0,0,0,0,90
"2581349_107266",2581349,107266,5817,369,"2016-04-17","Marcel Rømer","DK1",0,0,0,0,1
"4098059_485587",4098059,485587,467,467,"2023-12-09","Dirk Proper","NL1",0,0,0,0,90
"2640742_29056",2640742,29056,1083,2698,"2015-11-30","César Navas","RU1",0,0,0,0,90
"3613212_155597",3613212,155597,126,126,"2022-05-20","Erik Sabo","TR1",0,0,0,0,90
"2332262_57207",2332262,57207,603,873,"2014-05-11","Jordon Mutch","GB1",0,0,0,0,90
"2262384_45559",2262384,45559,36,1091,"2012-09-20","Miroslav Stoch","EL",0,0,0,0,2
"3219285_44068",3219285,44068,985,141,"2020-01-01","Juan Mata","GB1",0,0,0,0,9
"3421798_182877",3421798,182877,985,2441,"2020-12-17","Anthony Martial","GB1",0,0,1,1,90
"2698427_35664",2698427,35664,11,6890,"2017-05-16","Mesut Özil","GB1",1,0,0,1,90
"3199509_57372",3199509,57372,1160,1160,"2019-12-03","Lucas Deaux","FR1",0,0,0,0,67
"4150511_584548",4150511,584548,60949,2441,"2023-10-21","Theodosis Macheras","GR1",0,0,0,0,21
"2978837_54217",2978837,54217,3368,16795,"2018-01-04","Raúl Fernández","CDR",0,0,0,0,90
"2335257_26771",2335257,26771,3691,3691,"2014-03-22","Jan Holenda","RU1",1,0,1,0,90
"4150539_630032",4150539,630032,2671,2671,"2023-12-16","Kevin Rosero","GR1",0,0,1,0,90
"3069608_372459",3069608,372459,1085,1085,"2019-02-23","André Sousa","PO1",0,0,0,0,14
"2873178_104705",2873178,104705,11127,932,"2017-08-19","Igor Portnyagin","RU1",0,0,0,0,8
"2987143_156501",2987143,156501,720,703,"2018-01-24","Felipe","POCP",0,0,0,0,90
"3252447_52380",3252447,52380,371,370,"2019-10-03","Jonny Hayes","EL",0,0,0,0,4
"3292270_207573",3292270,207573,128,3385,"2020-01-08","Aristotelis Karasalidis","GRP",0,0,0,0,90
"3432082_183945",3432082,183945,982,982,"2021-04-22","Éber Bessa","PO1",0,0,0,0,71
"3602249_244271",3602249,244271,60551,60551,"2021-10-02","Oleksandr Svatok","UKR1",0,0,0,0,90
"3291986_57723",3291986,57723,720,720,"2020-02-20","Iván Marcano","EL",1,0,0,0,90
"3840451_270411",3840451,270411,3524,3524,"2023-06-03","Saîf-Eddine Khaoui","FR1",0,0,0,0,21
"2311701_119574",2311701,119574,370,511,"2013-05-05","Joe Shaughnessy","SC1",0,0,0,0,90
"4407746_471690",4407746,471690,1049,1049,"2025-01-26","Max Aarons","ES1",0,0,0,0,30
"4129772_291760",4129772,291760,126,126,"2024-05-12","İbrahim Pehlivan","TR1",1,0,0,0,90
"3432148_415525",3432148,415525,2424,2424,"2021-02-20","Kanya Fujimoto","PO1",0,0,0,0,74
"2359216_112343",2359216,112343,1038,1038,"2013-09-01","Manolo Gabbiadini","IT1",0,0,1,0,90
"2250214_13048",2250214,13048,202,202,"2012-09-22","Luciano","NL1",0,0,0,0,90
"3837219_187293",3837219,187293,202,202,"2022-08-14","Joey Pelupessy","NL1",0,0,0,0,90
"2335683_43332",2335683,43332,16245,16239,"2013-08-17","Oleksandr Kovpak","UKR1",0,0,0,1,90
"2240094_124550",2240094,124550,294,235,"2012-12-10","Ola John","PO1",0,0,0,1,82
"2289294_7133",2289294,7133,265,265,"2013-03-17","Luciano Figueroa","GR1",0,0,0,0,67
"2942777_205503",2942777,205503,1082,1420,"2018-01-28","Ibrahim Amadou","FR1",0,0,0,0,90
"3451058_111961",3451058,111961,368,368,"2020-12-22","Suso","ES1",0,0,1,0,86
"2491050_45865",2491050,45865,449,683,"2014-10-02","Óscar Cardozo","EL",0,0,0,0,90
"3069458_224672",3069458,224672,7179,1091,"2018-10-28","Sergio Peña","PO1",0,0,0,0,90
"3167766_77760",3167766,77760,148,148,"2019-04-17","Victor Wanyama","CL",1,0,0,0,90
"3124542_57016",3124542,57016,441,441,"2018-12-01","Giannis Kontoes","GR1",1,0,0,0,90
"2609842_205503",2609842,205503,1082,1420,"2016-05-14","Ibrahim Amadou","FR1",0,0,0,0,90
"3210437_122635",3210437,122635,173,173,"2020-03-08","Issam Jebali","DK1",0,0,1,0,90
"3481589_187962",3481589,187962,6418,6418,"2020-11-22","Manolis Tzanakakis","GR1",1,0,0,0,14
"4113075_190263",4113075,190263,237,237,"2023-11-25","Predrag Rajković","ES1",0,0,0,0,90
"2251569_30593",2251569,30593,12,12,"2013-04-14","Michael Bradley","IT1",1,0,0,0,90
"3229356_167491",3229356,167491,19,252,"2020-01-19","Stefano Sabelli","IT1",0,0,0,0,90
"2459715_187603",2459715,187603,1455,1455,"2014-12-06","Jordy van Deelen","NL1",0,0,0,0,45
"4374063_748382",4374063,748382,276,276,"2024-12-15","Amin Sarr","IT1",0,0,1,0,67
"2341162_7874",2341162,7874,621,12321,"2013-10-06","Gorka Iraizoz","ES1",0,0,0,0,90
"4109444_396333",4109444,396333,8024,114,"2024-03-17","Javi Montero","PO1",0,0,0,0,90
"4374055_547985",4374055,547985,430,430,"2024-12-15","Fabiano Parisi","IT1",0,0,0,0,9
"2329827_56821",2329827,56821,498,520,"2013-11-08","Jérémy Taravel","BE1",1,0,1,0,89
"2346368_33793",2346368,33793,36,126,"2014-05-04","Gökhan Gönül","TR1",1,0,0,0,45
"3845633_171072",3845633,171072,2410,2410,"2022-07-31","Sasa Zdjelar","RU1",0,0,0,0,13
"2341165_14132",2341165,14132,418,720,"2013-09-28","Pepe","ES1",1,0,0,0,90
"4228811_424900",4228811,424900,1032,9010,"2023-12-03","Tom Holmes","FAC",0,0,0,0,90
"3517359_388513",3517359,388513,16,237,"2021-03-02","Mateu Morey","DFB",0,0,0,0,90
"2613695_130622",2613695,130622,2503,3349,"2016-05-14","Tiago Mesquita","PO1",0,0,0,0,90
"2883888_42267",2883888,42267,36,10484,"2017-10-15","Nabil Dirar","TR1",0,0,0,1,90
"3058575_190284",3058575,190284,86,60,"2019-01-19","Maximilian Eggestein","L1",0,0,0,0,90
"4109531_174694",4109531,174694,1075,4294,"2024-04-27","Rony Lopes","PO1",0,0,0,0,21
"3135868_31067",3135868,31067,24,468,"2019-02-21","Jonathan de Guzmán","EL",0,0,0,0,1
"3661877_85825",3661877,85825,1091,1091,"2021-10-03","Jasmin Kurtic","GR1",0,0,1,0,90
"3394612_490417",3394612,490417,347,1420,"2020-10-04","Ibrahima Niane","FR1",0,0,3,0,90
"4171260_182932",4171260,182932,46,610,"2023-11-29","Davy Klaassen","CL",0,0,0,0,67
"3889017_83253",3889017,83253,553,553,"2022-09-18","Reagy Ofosu","GR1",0,0,0,0,9
"2363717_15153",2363717,15153,1091,1091,"2013-08-21","Dimitrios Salpingidis","CLQ",0,0,0,0,62
"2888330_160431",2888330,160431,1090,235,"2018-03-31","Iliass Bel Hassani","NL1",0,0,0,0,2
"3839199_324278",3839199,324278,533,23826,"2022-10-22","Christoph Baumgartner","L1",1,0,0,0,61
"3838747_540941",3838747,540941,1148,1148,"2023-04-05","Mikkel Damsgaard","GB1",1,0,0,0,62
"3280879_334441",3280879,334441,14589,11127,"2020-02-28","Timur Ayupov","RU1",0,0,0,0,90
"3394776_334835",3394776,334835,40,398,"2021-01-29","Toma Bašić","FR1",1,0,0,0,90
"2883646_348267",2883646,348267,979,2457,"2017-08-20","Bruno Ramires","PO1",0,0,0,0,90
"2225805_36827",2225805,36827,631,984,"2013-04-07","Branislav Ivanovic","GB1",0,0,1,0,90
"3194822_85706",3194822,85706,350,350,"2019-08-10","Enda Stevens","GB1",0,0,0,0,90
"2341345_127457",2341345,127457,940,940,"2014-04-20","Álex López","ES1",0,0,0,0,45
"2335136_44903",2335136,44903,2696,3057,"2013-10-05","Réginal Goreux","RU1",0,0,0,0,90
"2387433_73482",2387433,73482,3008,405,"2014-01-04","James Chester","FAC",0,0,0,0,14
"3844988_301240",3844988,301240,749,749,"2023-03-11","Samuele Perisan","IT1",0,0,0,0,90
"2755779_51274",2755779,51274,3725,3725,"2016-09-10","Rizvan Utsiev","RU1",0,0,0,0,90
"3223160_37899",3223160,37899,868,868,"2019-12-28","Aydin Karabulut","TR1",0,0,0,0,35
"2873185_102043",2873185,102043,28095,49702,"2017-08-25","Sly","RU1",0,0,0,0,90
"2224688_99106",2224688,99106,173,369,"2013-04-28","Emil Larsen","DK1",0,0,0,0,87
"2470338_96734",2470338,96734,6890,6890,"2015-05-17","Gencer Cansev","TR1",1,0,0,0,90
"4373513_526845",4373513,526845,60,60,"2024-12-08","Noah Atubolu","L1",0,0,0,0,90
"3413041_361260",3413041,361260,33,533,"2020-12-06","Ozan Kabak","L1",0,0,0,0,90
"3851138_381968",3851138,381968,3057,2727,"2022-10-16","William Balikwisha","BE1",0,0,1,0,90
"3886586_20506",3886586,20506,150,150,"2023-03-12","Andrés Guardado","ES1",0,0,0,0,90
"2594504_121483",2594504,121483,13,13,"2015-09-19","Jan Oblak","ES1",0,0,0,0,90
"4103672_308279",4103672,308279,430,430,"2024-02-14","Rolando Mandragora","IT1",0,0,0,0,83
"3592287_16911",3592287,16911,1003,371,"2022-05-19","Kasper Schmeichel","GB1",0,0,0,0,90
"3886385_193784",3886385,193784,1531,1531,"2022-10-31","Carlos Clerc","ES1",0,0,0,0,90
"2250377_143182",2250377,143182,202,979,"2013-02-23","David Texeira","NL1",0,0,0,0,13
"3457495_464598",3457495,464598,2414,276,"2021-03-07","Casper Tengstedt","DK1",0,0,0,0,8
"4129757_551554",4129757,551554,924,924,"2024-05-04","Jackson Kenio","TR1",0,0,0,0,29
"3969489_634666",3969489,634666,2451,2759,"2023-01-31","Jay Henderson","SFA",0,0,0,0,90
"3434884_181179",3434884,181179,41201,41201,"2020-10-21","Soslan Takazov","RUP",0,0,1,0,45
"4374087_250153",4374087,250153,6195,6195,"2025-01-04","Pasquale Mazzocchi","IT1",0,0,0,0,4
"2224163_57343",2224163,57343,417,417,"2013-04-06","Kévin Anin","FR1",0,0,1,0,16
"3223176_169873",3223176,169873,141,6890,"2020-01-26","Şener Özbayraklı","TR1",0,0,0,0,18
"2526237_75420",2526237,75420,979,979,"2015-04-27","Bolívia","PO1",0,0,0,0,36
"3058544_423436",3058544,423436,79,2239,"2018-12-15","Santiago Ascacíbar","L1",0,0,0,0,90
"3229469_3455",3229469,3455,5,5,"2020-07-07","Zlatan Ibrahimović","IT1",0,0,1,1,67
"3839396_361260",3839396,361260,533,533,"2023-03-04","Ozan Kabak","L1",0,0,0,0,90
"2494451_75521",2494451,75521,28956,28956,"2015-01-04","Marcos Barrera","GR1",0,0,0,0,90
"4364904_74229",4364904,74229,13,13,"2024-08-28","Koke","ES1",0,0,0,0,90
"3828523_514888",3828523,514888,865,865,"2023-02-27","Oliver Sørensen","DK1",0,0,0,0,31
"2258972_61447",2258972,61447,1032,20,"2013-01-01","Jem Karacan","GB1",0,0,0,0,57
"3844991_692209",3844991,692209,1005,1005,"2023-03-12","Joan González","IT1",1,0,0,0,77
"3047457_250844",3047457,250844,1162,36,"2018-08-25","Alexander Djiku","FR1",1,0,0,0,90
"3084032_192638",3084032,192638,458,749,"2018-08-05","Nicolas Haas","CIT",1,0,0,0,47
"4393211_131731",4393211,131731,3205,3205,"2024-11-08","Mehdi Bourabia","TR1",0,0,0,0,64
"2486682_33873",2486682,33873,512,29,"2015-01-17","Asmir Begovic","GB1",0,0,0,0,90
"3851282_385635",3851282,385635,1245,1245,"2022-10-30","Regan Charles-Cook","BE1",0,0,0,0,45
"2705367_187329",2705367,187329,1184,354,"2016-08-13","Sandy Walsh","BE1",0,0,0,1,90
"2901274_176412",2901274,176412,6992,6992,"2017-12-02","Oleksiy Khoblenko","UKR1",1,0,1,0,85
"2917376_26267",2917376,26267,281,281,"2017-09-26","Fernandinho","CL",0,0,0,0,90
"2369977_100220",2369977,100220,8024,8024,"2013-10-13","Mika","POCP",1,0,0,0,90
"2590410_39724",2590410,39724,449,36,"2015-08-30","Mehmet Ekici","TR1",0,0,0,0,27
"2578229_11111",2578229,11111,29,1050,"2016-01-03","Ramiro Funes Mori","GB1",0,0,0,0,90
"3203592_279009",3203592,279009,167,39,"2020-01-18","Marco Richter","L1",0,0,1,0,90
"2270691_96452",2270691,96452,2441,653,"2012-10-28","Georgios Koutroubis","GR1",0,0,0,0,90
"3592102_503749",3592102,503749,405,405,"2022-02-19","Jacob Ramsey","GB1",0,0,0,0,90
"3464273_287183",3464273,287183,2410,1091,"2020-10-26","Fedor Chalov","RU1",0,0,1,1,90
"2251518_7109",2251518,7109,506,506,"2013-03-01","Andrea Barzagli","IT1",0,0,0,0,90
"2604021_44162",2604021,44162,12,2410,"2015-09-23","Miralem Pjanić","IT1",1,0,0,1,90
"2831520_166237",2831520,166237,12,12,"2017-03-09","Leandro Paredes","EL",0,0,0,0,8
"2503752_187744",2503752,187744,498,498,"2014-10-26","Ayanda Patosi","BE1",0,0,0,1,45
"3886512_81997",3886512,81997,3302,3302,"2023-01-27","Fernando Martínez","ES1",0,0,0,0,90
"2492363_68863",2492363,68863,46,141,"2014-10-02","Mauro Icardi","EL",0,0,1,0,90
"3432257_376441",3432257,376441,2423,2423,"2021-05-11","Allano","PO1",1,0,0,0,76
"2335641_120262",2335641,120262,4482,61825,"2013-07-27","Dmytro Nemchaninov","UKR1",1,0,0,0,90
"2594616_64363",2594616,64363,472,3060,"2015-12-12","Dani Castellano","ES1",1,0,0,0,90
