"player_id","transfer_date","transfer_season","from_club_id","to_club_id","from_club_name","to_club_name","transfer_fee","market_value_in_eur","player_name"
419576,"2017-05-31","16/17",1219,1039,"Chesterfield FC","QPR",0,1e+05,"Osman Kakay"
380350,"2019-06-30","18/19",14,409,"Austria Vienna","RB Salzburg",0,1500000,"Igor"
1028162,"2024-08-28","24/25",738,130,"Le Havre AC","Parma",3e+06,1500000,"Antoine Joujou"
131708,"2014-01-07","13/14",631,641,"Chelsea","Middlesbrough",0,1e+06,"Kenneth Omeruo"
291124,"2024-02-09","23/24",152,820,"Samsunspor","Genclerbirligi",0,9e+05,"Gaëtan Laura"
163568,"2023-09-01","23/24",273,1158,"Stade Rennais","FC Lorient",0,2200000,"Alfred Gomis"
127048,"2018-01-17","17/18",1050,3176,"Villarreal","BJ Guoan",4e+07,2.5e+07,"Cédric Bakambu"
1052374,"2023-07-22","23/24",83933,101634,"FC Minaj U19","FC Khust",0,25000,"Yevgeniy Skyba"
125858,"2014-09-01","14/15",41,2,"Hamburger SV","1.FC K'lautern",0,350000,"Kerem Demirbay"
389253,"2023-08-03","23/24",11,350,"Arsenal","Sheff Utd",5800000,1e+07,"Auston Trusty"
240578,"2013-06-30","12/13",8164,17300,"Standard U19","Desp. Brasil",0,250000,"Luiz Phellype"
518505,"2022-07-01","22/23",65,89,"Greuther Fürth","Union Berlin",4e+06,4500000,"Jamie Leweling"
407491,"2022-01-12","21/22",2300,10625,"Jagiellonia","Qarabag FK",0,450000,"Luka Gugeshashvili"
146690,"2012-04-29","11/12",3539,991,"Tamworth","MK Dons",0,50000,"George Baldock"
161057,"2016-07-01","16/17",71,18687,"Stuttg. Kickers","Atl. Baleares",0,1e+05,"Carl Klaus"
381724,"2017-07-21","17/18",2394,413,"SV Kapfenberg","LASK",0,4e+05,"Victor Sá"
370701,"2020-06-30","19/20",4106,430,"Casertana","Fiorentina",0,275000,"Michele Cerofolini"
357158,"2024-06-30","23/24",276,336,"Hellas Verona","Sporting CP",0,2400000,"Rúben Vinagre"
97503,"2014-01-31","13/14",1063,5818,"Viborg FF","Hobro IK",0,3e+05,"Jeppe Grønning"
416108,"2018-06-30","17/18",601,30929,"KV Kortrijk","Paradou AC",0,8e+05,"Youcef Atal"
341049,"2018-01-19","17/18",148,677,"Tottenham","Ipswich",0,5e+05,"Cameron Carter-Vickers"
238626,"2015-07-31","15/16",244,1147,"Marseille","AC Ajaccio",0,3e+05,"Laurent Abergel"
48634,"2019-07-12","19/20",6890,41231,"Basaksehir","Sochi",0,1750000,"Fedor Kudryashov"
57598,"2016-07-01","16/17",71,440,"Stuttg. Kickers","Hallescher FC",0,225000,"Klaus Gjasula"
465408,"2022-12-31","22/23",964,10482,"Zenit S-Pb","Kairat Almaty",0,1200000,"Nuraly Alip"
342609,"2024-01-09","23/24",32017,2740,"FC Dila","Vorskla Poltava",0,275000,"Mykola Kovtalyuk"
312374,"2023-06-30","22/23",6630,3840,"Sanliurfaspor ","Adana Demirspor",0,175000,"Bünyamin Balat"
34130,"2010-07-01","10/11",985,603,"Man Utd","Cardiff",0,1500000,"Tom Heaton"
242532,"2015-01-16","14/15",1049,16795,"Valencia","Granada CF",0,1e+06,"Rober Ibáñez"
542338,"2021-06-30","20/21",41201,1083,"Tambov","Rostov",0,5e+05,"David Toshevski"
506189,"2021-08-10","21/22",677,2288,"Ipswich","Swansea",1700000,9e+05,"Flynn Downes"
442805,"2023-08-10","23/24",237,3302,"RCD Mallorca","UD Almería",0,3e+06,"Iddrisu Baba"
397225,"2019-07-01","19/20",4102,12819,"Carpi","Napoli U19",1500000,75000,"Alessandro Zanoli"
226169,"2023-01-13","22/23",11282,3209,"Alanyaspor","Pendikspor ",0,550000,"Ahmed Ildız"
282630,"2021-09-03","21/22",3691,11127,"Tom Tomsk","Ural",0,4e+05,"Artem Mamin"
196722,"2021-07-12","21/22",289,873,"Sunderland","Crystal Palace",0,3e+05,"Remi Matthews"
158106,"2014-09-01","14/15",14,413,"Austria Vienna","LASK",0,150000,"Peter Michorl"
64793,"2017-01-03","16/17",252,6195,"Genoa","Napoli",1.8e+07,1.3e+07,"Leonardo Pavoletti"
121477,"2020-10-12","20/21",1010,379,"Watford","West Ham",0,4800000,"Craig Dawson"
426280,"2022-07-01","22/23",235,499,"RKC Waalwijk","Vitesse",1e+06,8e+05,"Melle Meulensteen"
388067,"2020-07-15","20/21",983,17,"Hoffenheim II","B. Dortmund II",0,125000,"Stefan Drljaca"
90024,"2012-08-01","12/13",699,498,"Helsingborgs IF","KSC Lokeren",0,6e+05,"Alfred Finnbogason"
435808,"2021-06-30","20/21",1465,172,"Estoril Praia","R Charleroi SC",0,3e+05,"Lazare Amani"
485960,"2020-06-30","19/20",1423,8154,"Valenciennes FC","Rennes B",0,625000,"Lilian Brassier"
173589,"2025-01-01","24/25",68029,3999,"Forge FC","PAS Lamia",0,150000,"Viktor Klonaridis"
125783,"2015-08-31","15/16",273,416,"Stade Rennais","Torino",0,1750000,"Sanjin Prcic"
410185,"2020-07-15","20/21",39,3911,"1.FSV Mainz 05","Stade Brestois",0,3600000,"Ronaël Pierre-Gabriel"
561452,"2023-01-01","22/23",1060,9267,"Colchester Utd.","West Ham U21",0,250000,"Dan Chesters"
215094,"2018-07-01","18/19",1090,1228,"AZ Alkmaar","TOP Oss",0,5e+05,"Nick Olij"
130360,"2013-07-16","13/14",416,749,"Torino","FC Empoli",0,9e+05,"Simone Verdi"
350219,"2017-06-30","16/17",1531,150,"Elche CF","Real Betis",0,5e+05,"Fabián Ruiz"
98067,"2014-07-25","14/15",2578,3001,"St. Johnstone","Queen o. t. S.",0,50000,"Zander Clark"
479648,"2021-08-13","21/22",41101,130,"Juventus U23","Parma",0,2e+06,"Félix Correia"
282734,"2025-01-31","24/25",338,110302,"Dynamo Kyiv","Avs FS",0,7e+05,"Gerson Rodrigues"
737138,"2022-09-02","22/23",82851,8510,"Paracuellos","Getafe CF B",0,50000,"Facu Esnáider"
666268,"2025-02-03","24/25",62,607,"Slavia Prague","Venezia",4e+06,1200000,"Daniel Fila"
229970,"2016-08-30","16/17",1003,677,"Leicester","Ipswich",0,1e+06,"Tom Lawrence"
225593,"2017-07-06","17/18",1533,2296,"SD Eibar","CD Numancia",0,3e+05,"Pere Milla"
120262,"2020-09-24","20/21",1562,26459,"FC Nitra","Veres Rivne",0,2e+05,"Dmytro Nemchaninov"
187587,"2020-09-12","20/21",24,5,"E. Frankfurt","AC Milan",6700000,3.2e+07,"Ante Rebić"
448177,"2021-07-08","21/22",44,65,"Hertha BSC","Greuther Fürth",0,1200000,"Jessic Ngankam"
421873,"2025-01-07","24/25",6195,1390,"Napoli","Cagliari Calcio",0,6e+06,"Elia Caprile"
743498,"2023-08-12","23/24",1095,1132,"Troyes","Burnley",1.2e+07,6e+06,"Wilson Odobert"
358948,"2021-01-28","20/21",1039,36,"QPR","Fenerbahce",508000,3500000,"Bright Osayi-Samuel"
295414,"2022-06-30","21/22",3329,16795,"Famalicão","Granada CF",0,1500000,"Adrián Marín"
129588,"2022-06-30","21/22",416,1003,"Torino","Leicester",0,1.3e+07,"Dennis Praet"
396563,"2021-05-12","20/21",8933,1519,"Cove Rangers","Dundee United",0,25000,"Ross Graham"
415912,"2023-08-22","23/24",79,379,"VfB Stuttgart","West Ham",2e+07,1.5e+07,"Konstantinos Mavropanos"
669310,"2023-07-25","23/24",660,3592,"Shakhtar D.","Kryvbas",0,1e+05,"Danylo Goncharuk"
462250,"2019-07-03","19/20",294,13,"Benfica","Atlético Madrid",127200000,7e+07,"João Félix"
250683,"2023-06-30","22/23",1386,6195,"Reggina","Napoli",0,5e+05,"Nikita Contini"
726120,"2025-06-30","24/25",4795,24,"FC Ingolstadt","E. Frankfurt",0,5e+05,"Simon Simoni"
388820,"2024-07-01","24/25",6646,36,"Karagümrük","Fenerbahce",2e+06,3e+06,"Levent Mercan"
262939,"2021-06-30","20/21",1531,12321,"Elche CF","Girona",0,2e+06,"Johan Mojica"
120095,"2016-08-11","16/17",1038,3368,"Sampdoria","Levante",5e+05,1200000,"José Campaña"
369319,"2019-08-23","19/20",234,235,"Feyenoord","RKC Waalwijk",0,1e+06,"Dylan Vente"
221311,"2017-01-18","16/17",3302,1532,"UD Almería","Albacete",0,3e+05,"Iván Sánchez"
257937,"2017-06-30","16/17",6992,660,"Chornomorets","Shakhtar D.",0,8e+05,"Oleg Danchenko"
184816,"2023-06-30","22/23",11282,683,"Alanyaspor","Olympiacos",0,2600000,"Ahmed Hassan"
670295,"2022-07-18","22/23",120,868,"Kocaelispor","Ankaragücü",55000,25000,"Doğukan Kaya"
355369,"2021-06-30","20/21",452,273,"BSC Young Boys","Stade Rennais",0,5e+06,"Jordan"
726036,"2024-01-14","23/24",18303,3592,"FC Oleksandriya","Kryvbas",0,2e+05,"Artur Mykytyshyn"
581640,"2022-06-30","21/22",8733,2464,"Celta Vigo B","Barcelona B",0,1e+05,"Coke Carrillo"
539469,"2023-01-02","22/23",4321,12574,"Union Española","Godoy Cruz",0,4e+05,"Thomas Galdames"
305425,"2024-07-12","24/25",3325,74664,"Chaves","Igdir FK",0,5e+05,"Guima"
72768,"2014-06-30","13/14",273,294,"Stade Rennais","Benfica",0,4500000,"Nélson Oliveira"
92469,"2010-05-15","09/10",352,1020,"Swindon Town","Portsmouth",0,50000,"Matt Ritchie"
407841,"2020-01-30","19/20",3352,585,"Louletano","São Paulo",0,50000,"Lucas Paes"
95152,"2023-07-20","23/24",114,3209,"Besiktas","Pendikspor ",0,325000,"Welinton"
566723,"2021-07-08","21/22",1032,873,"Reading","Crystal Palace",9300000,1.5e+07,"Michael Olise"
558727,"2025-06-30","24/25",2832,968,"Gaziantep FK","KVC Westerlo",0,4e+05,"Muhammed Gümüşkaya"
438310,"2022-01-07","21/22",4529,3785,"Dunajska Streda","M. Petah Tikva",0,3e+05,"Ion Nicolaescu"
43512,"2011-07-01","11/12",60,15,"SC Freiburg","B. Leverkusen",3e+06,4e+06,"Ömer Toprak"
684348,"2024-07-01","24/25",10331,2420,"FC Porto B","Vit. Guimarães",0,1e+06,"João Mendes"
88755,"2012-06-30","11/12",1184,631,"KRC Genk","Chelsea",0,9e+06,"Kevin De Bruyne"
66934,"2008-07-01","08/09",3898,58,"FC Brüssel","RSC Anderlecht",0,350000,"Cheikhou Kouyaté"
387928,"2016-09-01","16/17",7178,1023,"Criciúma EC","Palmeiras",0,2e+05,"Lucas Taylor"
471148,"2019-07-01","19/20",4634,32113,"Vozdovac","IMT Belgrad",0,50000,"Filip Damjanovic"
550957,"2023-07-24","23/24",2582,371,"Busan IPark","Celtic",1e+06,550000,"Hyeok-kyu Kwon"
577260,"2020-02-04","19/20",7788,510,"Académico Viseu","FC Chiasso",0,175000,"Facundo Batista"
461717,"2024-08-19","24/25",2441,3999,"AEK Athens","PAS Lamia",0,350000,"Vedad Radonja"
331514,"2020-10-05","20/21",398,2687,"Lazio","Cádiz CF",0,8e+05,"Bobby Adekanye"
228584,"2022-01-25","21/22",7077,3999,"FC Cartagena","PAS Lamia",0,2e+05,"David Simón"
517705,"2023-06-30","22/23",1701,2503,"Felgueiras","Boavista",0,150000,"Manuel Namora"
220656,"2013-06-30","12/13",37169,11107,"Puskás AFC","Videoton FC",0,25000,"László Kleinheisler"
282421,"2021-07-01","21/22",1108,1533,"Alavés","SD Eibar",0,7e+05,"Javi Muñoz"
543051,"2023-09-01","23/24",417,3911,"OGC Nice","Stade Brestois",0,7e+06,"Billal Brahimi"
723666,"2024-01-25","23/24",1110,2759,"Huddersfield","Ross County",0,150000,"Loick Ayina"
25508,"2022-08-11","22/23",252,6195,"Genoa","SSC Napoli",0,1500000,"Salvatore Sirigu"
340487,"2023-07-31","23/24",1080,28643,"Stade Lavallois","SK Beveren",0,8e+05,"Bryan Goncalves"
358032,"2021-07-02","21/22",235,202,"RKC Waalwijk","FC Groningen",2e+05,7e+05,"Cyril Ngonge"
91059,"2010-08-07","10/11",9251,466,"Man Utd Res.","Preston",0,1e+05,"Joshua King"
671915,"2024-08-30","24/25",405,1049,"Aston Villa","Valencia",0,7500000,"Enzo Barrenechea"
466802,"2021-07-07","21/22",9265,130,"Man City U23","Parma",0,2300000,"Adrián Bernabé"
623524,"2023-07-20","23/24",6767,940,"RM Castilla","Celta de Vigo",3e+06,7e+05,"Carlos Dotor"
1053147,"2025-06-30","24/25",738,1041,"Le Havre AC","Olympique Lyon",0,2500000,"Mahamadou Diawara"
727081,"2023-06-30","22/23",1467,36,"Göztepe","Fenerbahce",0,9e+05,"Emir Ortakaya"
94308,"2021-07-04","21/22",1533,368,"SD Eibar","Sevilla FC",0,8e+06,"Marko Dmitrovic"
254249,"2024-07-01","24/25",2381,120,"Sivasspor","Kocaelispor",0,8e+05,"Aaron Appindangoyé"
1082519,"2025-06-30","24/25",4031,276,"Cosenza","Hellas Verona",0,1e+05,"Charlys"
55439,"2010-01-01","09/10",6082,6189,"Zenit II","Spartak II",0,125000,"Nikolay Zabolotnyi"
371021,"2020-09-18","20/21",281,12321,"Man City","Girona",0,1800000,"Arijanet Muric"
662332,"2024-08-17","24/25",180,1467,"Southampton","Göztepe",0,8e+05,"Juan"
509837,"2020-10-06","20/21",64800,6422,"Lokomotiv","MFK Mykolaiv",0,50000,"Maksym Pryadun"
530414,"2022-09-02","22/23",433,338,"FC Koper","Dynamo Kyiv",1e+06,8e+05,"Kaheem Parris"
334538,"2019-07-01","19/20",3711,13353,"CD Cruz Azul","Club Tijuana",0,4e+05,"Jordan Silva"
390379,"2025-02-07","24/25",2832,449,"Gaziantep FK","Trabzonspor",403000,1300000,"Mustafa Eskihellaç"
373374,"2022-07-05","22/23",1444,14589,"Racing Club","Orenburg",0,6e+05,"Brian Mansilla"
392124,"2023-07-01","23/24",167,254,"FC Augsburg","SV Sandhausen",0,3e+05,"Daniel Klein"
662334,"2020-09-29","20/21",14702,9252,"Fluminense U20","Liverpool U23",750000,1e+05,"Marcelo Pitaluga"
179838,"2016-03-29","15/16",506,76,"Juventus","Vålerenga",0,1e+05,"Vajebah Sakor"
48015,"2008-12-31","08/09",23195,2275,"Åbo IFK","TPS",0,50000,"Lukas Hradecky"
740732,"2022-06-30","21/22",6251,48726,"KuPS","Rukh Lviv",0,3e+05,"Talles Brener"
206843,"2016-07-05","16/17",669,294,"Partizan","Benfica",0,6500000,"Andrija Zivkovic"
576033,"2024-06-30","23/24",1095,273,"Troyes","Stade Rennais",0,2500000,"Doğan Alemdar"
566571,"2022-08-31","22/23",5724,1063,"Randers FC","Viborg FF",363000,8e+05,"Oliver Bundgaard"
250464,"2019-08-30","19/20",1269,235,"PEC Zwolle","RKC Waalwijk",0,1e+06,"Clint Leemans"
177843,"2015-07-01","15/16",506,6574,"Juventus","Sassuolo",1e+07,17500000,"Domenico Berardi"
149928,"2015-06-11","14/15",221,2035,"Santos","Avaí FC",0,250000,"Jubal"
742073,"2024-12-31","24/25",2863,979,"América-MG","Moreirense ",0,5e+05,"Wallisson"
424881,"2025-06-30","24/25",2425,703,"Rio Ave","Nottm Forest",0,2500000,"Omar Richards"
191391,"2019-07-11","19/20",20,10484,"Bursaspor","Kasimpasa",0,9e+05,"Yusuf Erdoğan"
140554,"2015-01-03","14/15",511,903,"Dundee FC","Hibernian FC",0,1e+05,"Martin Boyle"
569056,"2022-09-22","22/23",3595,3592,"Ismaily","Kryvbas",0,3e+05,"Jean-Morel Poé"
156680,"2015-08-31","15/16",5546,11853,"Mlada Boleslav","A. Salzburg",0,1e+05,"Hidajet Hankic"
59866,"2020-01-22","19/20",36,631,"Fenerbahce","Chelsea",0,8500000,"Victor Moses"
167721,"2019-06-30","18/19",5358,1775,"SD Huesca","San Lorenzo",0,5e+06,"Chimy Ávila"
649261,"2021-12-31","21/22",5084,11750,"Valmiera","Rubin Kazan II",0,2e+05,"Viktor Aleksandrov"
225593,"2016-08-02","16/17",1533,34148,"SD Eibar","UCAM Murcia",0,4e+05,"Pere Milla"
285283,"2019-05-12","18/19",1192,9043,"Ayr United","Celtic B",0,2e+05,"Ross Doohan"
388165,"2018-01-21","17/18",1147,1420,"AC Ajaccio","Angers SCO",0,3e+05,"Yoane Wissa"
127108,"2015-08-29","15/16",281,12321,"Man City","Girona",0,8e+05,"Florian Lejeune"
74040,"2011-09-02","11/12",11502,25230,"Galatasaray U21","Bayrampasa",0,50000,"Sinan Osmanoğlu"
242631,"2023-09-01","23/24",29,931,"Everton","Fulham",25700000,2.8e+07,"Alex Iwobi"
190146,"2014-07-01","14/15",3135,7042,"AS Beauvais","US Boulogne",0,150000,"Xavier Mercier"
262489,"2021-07-08","21/22",2697,504,"Sanf. Hiroshima","Grasshoppers",1270000,1300000,"Hayao Kawabe"
261095,"2015-11-01","15/16",20924,272,"Helsinki IFK","AIK",0,150000,"Sauli Väisänen"
383198,"2021-03-02","20/21",16239,49364,"Desna","Ingulets",0,4e+05,"Ilya Shevtsov"
924447,"2024-08-15","24/25",366,110302,"Real Valladolid","Avs FS",0,250000,"Tunde Akinsola"
308822,"2023-07-22","23/24",786,2672,"AEL Limassol","APO Levadiakos",0,350000,"José Romo"
580765,"2022-07-22","22/23",9250,991,"Chelsea U21","MK Dons",0,8e+05,"Henry Lawrence"
456623,"2022-01-29","21/22",51663,209,"Atlanta","River Plate",0,1e+07,"Esequiel Barco"
122840,"2015-06-30","14/15",708,358,"Újpest FC","Charlton",0,4e+05,"Loïc Nego"
352392,"2022-07-01","22/23",244,667,"Marseille","R. Strasbourg",1500000,5e+06,"Lucas Perrin"
31067,"2022-07-22","22/23",653,468,"OFI Crete FC","Sparta R.",0,3e+05,"Jonathan de Guzmán"
283196,"2022-09-01","22/23",417,368,"OGC Nice","Sevilla FC",0,1.7e+07,"Kasper Dolberg"
926694,"2024-08-26","24/25",13,23826,"Atlético Madrid","RB Leipzig",0,2.5e+07,"Arthur Vermeeren"
82281,"2022-06-30","21/22",385,419,"Fortuna Sittard","Dinamo Zagreb",0,5e+05,"Ivo Pinto"
468256,"2020-01-17","19/20",16655,27323,"Atlético-MG B","Coimbra",0,50000,"Daniel Penha"
612496,"2021-08-23","21/22",13,3329,"Atlético Madrid","Famalicão",0,9e+06,"Marcos Paulo"
170672,"2018-07-18","18/19",5378,12163,"Vasas FC","Paksi FC",0,250000,"Gergely Nagy"
387160,"2021-08-17","21/22",3725,2293,"Akhmat Grozny","Konyaspor",0,1500000,"Konrad Michalak"
429983,"2022-09-01","22/23",202,940,"FC Groningen","Celta de Vigo",12400000,6e+06,"Jørgen Strand Larsen"
302215,"2016-07-01","16/17",409,23826,"RB Salzburg","RB Leipzig",29750000,1.1e+07,"Naby Keïta"
154319,"2020-07-31","19/20",119,336,"M. Tel Aviv","Sporting CP",0,9e+05,"André Geraldes"
85240,"2024-01-31","23/24",2919,5514,"Monza","Lecco",0,1e+05,"Eugenio Lamanna"
371002,"2023-09-03","23/24",385,6808,"Fortuna Sittard","Zrinjski Mostar",0,6e+05,"Stipe Radic"
357161,"2022-07-27","22/23",9644,7146,"Raków","Warta Poznan",0,7e+05,"Miguel Luís"
455181,"2020-01-17","19/20",418,367,"Real Madrid","Rayo Vallecano",0,2500000,"Jorge de Frutos"
204116,"2021-06-30","20/21",6105,2976,"FC Ashdod","H. Beer Sheva",0,4e+05,"Ramzi Safuri"
167491,"2022-06-30","21/22",19,252,"Brescia","Genoa",0,1500000,"Stefano Sabelli"
504825,"2023-01-23","22/23",4083,41101,"Crotone","Juve Next Gen",0,2e+05,"Gian Marco Crespi"
581678,"2023-07-01","23/24",16,418,"Bor. Dortmund","Real Madrid",1.13e+08,1.2e+08,"Jude Bellingham"
207302,"2019-06-30","18/19",931,368,"Fulham","Sevilla FC",0,1.2e+07,"Sergio Rico"
273945,"2020-02-14","19/20",6621,3725,"FK Cukaricki","Akhmat Grozny",0,1700000,"Miroslav Bogosavac"
202788,"2021-07-01","21/22",1304,317,"Heracles Almelo","Twente FC",0,8e+05,"Robin Pröpper"
331498,"2023-07-11","23/24",237,276,"RCD Mallorca","Hellas Verona",0,1200000,"Jordi Mboula"
282169,"2023-07-07","23/24",202,607,"FC Groningen","Venezia",250000,4e+05,"Marin Šverko"
410158,"2018-07-01","18/19",10010,2410,"EC Bahia","CSKA Moscow",0,4e+05,"Rodrigo Becão"
220793,"2015-07-20","15/16",330,410,"Atlético-MG","Udinese Calcio",0,3250000,"Douglas Santos"
428920,"2019-12-31","19/20",189,1030,"Boca Juniors","Argentinos Jrs.",0,1200000,"Kevin Mac Allister"
448901,"2019-07-01","19/20",36972,28095,"Chaika Pes.","Ufa",0,175000,"Nikolay Giorgobiani"
720791,"2024-08-26","24/25",8817,1269,"Ajax U21","PEC Zwolle",150000,6e+05,"Olivier Aertssen"
325602,"2021-07-01","21/22",40188,13354,"San Luis","Correcaminos",0,4e+05,"Diego Pineda"
469064,"2022-07-02","22/23",989,512,"Bournemouth","Stoke City",0,1500000,"Gavin Kilkenny"
848509,"2024-06-30","23/24",276,172,"Hellas Verona","R Charleroi SC",0,3e+06,"Jackson Tchatchoua"
604320,"2025-06-30","24/25",2036,27,"Heidenheim","Bayern Munich",0,1500000,"Frans Krätzig"
504581,"2024-05-31","23/24",3008,1031,"Hull City","Luton",0,4500000,"Ryan Giles"
616628,"2024-07-13","24/25",800,8970,"Atalanta BC","Frosinone",0,2400000,"Giorgio Cittadini"
345760,"2024-02-01","23/24",371,603,"Celtic","Cardiff",2330000,4e+06,"David Turnbull"
53455,"2013-06-30","12/13",122,2,"Sturm Graz","1.FC K'lautern",0,1e+06,"Richard Sukuta-Pasu"
139393,"2016-07-01","16/17",2420,6418,"Vit. Guimarães","Panetolikos",0,5e+05,"Tomané"
339332,"2023-07-08","23/24",2282,383,"Club Brugge","PSV Eindhoven",12500000,1.5e+07,"Noa Lang"
335457,"2019-09-02","19/20",1108,257,"Alavés","FC St. Gallen",0,1e+06,"Ermedin Demirovic"
363871,"2023-08-15","23/24",2381,54636,"Sivasspor","68 Aksaray Bld",0,50000,"Emre Satılmış"
515506,"2023-07-01","23/24",3719,1124,"Khimki","Fakel Voronezh",0,6e+05,"Aleksandr Dolgov"
220656,"2016-01-20","15/16",11107,86,"Videoton FC","Werder Bremen",250000,3e+05,"László Kleinheisler"
357186,"2022-08-11","22/23",3900,441,"B. Banja Luka","Apollon Smyrnis",0,150000,"Panagiotis Moraitis"
33706,"2014-08-19","14/15",985,336,"Man Utd","Sporting CP",0,1.2e+07,"Nani"
623319,"2025-01-24","24/25",3592,63007,"Kryvbas","LNZ Cherkasy",5e+05,9e+05,"Oleksandr Drambayev"
240578,"2016-01-08","15/16",1465,26740,"Estoril Praia","C.R.D. Libolo",0,7e+05,"Luiz Phellype"
226151,"2012-08-17","12/13",465,3000,"St. Mirren","East Stirling",0,25000,"Sean Kelly"
157535,"2018-07-01","18/19",703,683,"Nottm Forest","Olympiacos",0,8e+05,"Andreas Bouchalakis"
530915,"2023-05-31","22/23",3537,39336,"Crawley Town","Brighton U21",0,3e+05,"Teddy Jenks"
196722,"2018-05-31","17/18",2262,1123,"Plymouth","Norwich",0,2e+05,"Remi Matthews"
893187,"2023-03-01","22/23",1167,338,"Shkendija","Dynamo Kyiv",250000,2e+05,"Reshat Ramadani"
621193,"2022-01-28","21/22",39341,3455,"Leicester U21","Forest Green",0,3e+05,"Kasey McAteer"
244260,"2020-04-30","19/20",1241,12573,"Livingston FC","Rangers B",0,2e+05,"Robby McCrorie"
467992,"2022-01-30","21/22",749,416,"FC Empoli","Torino",0,1.2e+07,"Samuele Ricci"
633228,"2020-08-25","20/21",39336,8824,"Brighton U23","Sheff Utd U21",0,50000,"Kacper Lopata"
776798,"2024-08-21","24/25",1237,3911,"Brighton","Stade Brestois",0,7500000,"Abdallah Sima"
53350,"2011-12-31","11/12",713,232,"BATE Borisov","Spartak Moscow",0,8e+05,"Egor Filipenko"
618898,"2024-08-30","24/25",7160,533,"Eyüpspor","TSG Hoffenheim",4e+06,2e+06,"Erencan Yardımcı"
491616,"2020-10-01","20/21",221,2503,"Santos","Boavista",5e+05,3e+05,"Jackson Porozo"
451642,"2025-06-30","24/25",10484,114,"Kasimpasa","Besiktas",0,2e+06,"Can Keleş"
568535,"2023-07-04","23/24",24226,504,"Wolves U21","Grasshoppers",0,1200000,"Theo Corbeanu"
86784,"2020-01-30","19/20",5,383,"AC Milan","PSV Eindhoven",0,1e+07,"Ricardo Rodríguez"
153238,"2014-06-30","13/14",367,1049,"Rayo Vallecano","Valencia",0,4e+06,"Jonathan Viera"
265763,"2021-07-24","21/22",347,2861,"FC Metz","KV Oostende",5e+05,2e+06,"Thierry Ambrose"
95810,"2010-08-07","10/11",9265,349,"Man City Res.","Barnsley",0,50000,"Kieran Trippier"
118534,"2014-09-01","14/15",9251,1132,"Man Utd U21","Burnley",0,5e+05,"Michael Keane"
459151,"2020-08-19","20/21",11998,5621,"Atalanta U19","Reggiana",0,3e+05,"Nicolò Cambiaghi"
395512,"2019-02-06","18/19",583,409,"Paris SG","RB Salzburg",0,3e+06,"Antoine Bernede"
120205,"2014-07-01","14/15",533,80,"TSG Hoffenheim","VfL Bochum",0,450000,"Michael Gregoritsch"
237923,"2016-01-12","15/16",3999,4585,"PAS Lamia","Anag. Karditsas",0,150000,"Sotiris Tsiloulis"
744728,"2024-06-30","23/24",8970,27,"Frosinone","Bayern Munich",0,4e+06,"Arijon Ibrahimovic"
341317,"2019-01-05","18/19",984,371,"West Brom","Celtic",0,1e+07,"Oliver Burke"
77563,"2019-07-01","19/20",42,349,"Hannover 96","Barnsley FC",0,3e+05,"Samuel Sahin-Radlinger"
469858,"2018-03-16","17/18",43041,33285,"LA Galaxy Acad.","LA Galaxy II",0,25000,"Ulysses Llanez"
195246,"2017-07-01","17/18",16,60,"Bor. Dortmund","SC Freiburg",4e+06,3e+06,"Pascal Stenzel"
223967,"2023-07-01","23/24",23826,27,"RB Leipzig","Bayern Munich",0,2.8e+07,"Konrad Laimer"
295630,"2024-07-23","24/25",1123,167,"Norwich","FC Augsburg",0,2800000,"Dimitrios Giannoulis"
911232,"2022-07-01","22/23",31297,20063,"SKF Sered","Podbrezova",0,150000,"Moses David Cobnan"
871193,"2025-06-30","24/25",5776,865,"FC Fredericia","FC Midtjylland",0,50000,"Daníel Freyr Kristjánsson"
54781,"2014-07-01","14/15",720,1049,"FC Porto","Valencia",1.2e+07,1.2e+07,"Nicolás Otamendi"
59597,"2012-01-01","11/12",255,3725,"Legia Warszawa","Terek Grozny",3200000,950000,"Maciej Rybus"
396401,"2019-07-01","19/20",8963,6993,"Shakhtar II","FK Mariupol",0,50000,"Maksym Chekh"
283735,"2014-07-18","14/15",276,607,"Hellas Verona","Unione Venezia",0,75000,"Mattia Zaccagni"
260316,"2019-01-25","18/19",918,419,"Inter Zapresic","Dinamo Zagreb",790000,7e+05,"Komnen Andric"
451677,"2023-01-30","22/23",317,1123,"Twente FC","Norwich",0,7e+06,"Christos Tzolis"
731879,"2023-01-31","22/23",1075,2995,"SC Braga","Paços Ferreira",0,5e+05,"Hernâni"
405689,"2024-07-01","24/25",39,105,"1.FSV Mainz 05","Darmstadt 98",0,1e+06,"Merveille Papela"
795387,"2024-07-01","24/25",67453,225,"1.FC Düren","St. Pauli II",0,50000,"Romeo Aigbekaen"
396635,"2023-07-03","23/24",5223,2727,"Maccabi Netanya","OH Leuven",1100000,8e+05,"Raz Shlomo"
610335,"2020-09-23","20/21",5649,3329,"A. Malagueño","Famalicão",2500000,2e+05,"Iván Jaime"
917911,"2024-07-01","24/25",3225,234,"Patro Eisden","Feyenoord",3500000,2e+06,"Anis Hadj Moussa"
814268,"2022-01-10","21/22",14876,37474,"Corinthians U20","Novorizontino",0,1e+06,"Cauê"
