"player_id","transfer_date","transfer_season","from_club_id","to_club_id","from_club_name","to_club_name","transfer_fee","market_value_in_eur","player_name"
396635,"2022-06-30","21/22",5223,1017,"Maccabi Netanya","Hapoel Tel Aviv",0,4e+05,"Raz Shlomo"
366729,"2021-06-30","20/21",255,338,"Legia Warszawa","Dynamo Kyiv",0,6e+05,"Nazariy Rusyn"
62094,"2015-01-15","14/15",1071,698,"Wigan","Bristol City",0,350000,"James Tavernier"
355915,"2022-08-30","22/23",800,148,"Atalanta BC","Tottenham",5.2e+07,4.8e+07,"Cristian Romero"
256429,"2019-01-24","18/19",3709,993,"Getafe","Córdoba CF",0,3e+06,"Sergi Guardiola"
153190,"2016-01-30","15/16",266,170,"SV Ried","Rapid Vienna",7e+05,7e+05,"Thomas Murg"
284835,"2020-10-05","20/21",163,2375,"FC Vaduz","Altay SK",0,2e+05,"Berkay Sülüngöz"
297645,"2018-06-30","17/18",2331,6574,"Avellino","Sassuolo",0,8e+05,"Riccardo Marchizza"
40792,"2013-07-05","13/14",81,254,"VfL Osnabrück","SV Sandhausen",1e+05,6e+05,"Manuel Riemann"
741142,"2022-12-31","22/23",9855,12574,"LDU Quito","Godoy Cruz",0,7e+05,"Zaid Romero"
181768,"2022-09-01","22/23",130,1386,"Parma","Reggina",0,3e+06,"Hernani"
192409,"2014-06-30","13/14",10131,409,"Grödig","RB Salzburg",0,5e+05,"Taxiarchis Fountas"
485963,"2024-07-05","24/25",244,1050,"Marseille","Villarreal",0,6e+06,"Pape Gueye"
241076,"2017-06-30","16/17",1307,3522,"Pistoiese","Spezia Calcio",0,175000,"Emmanuel Gyasi"
224884,"2023-07-10","23/24",631,1091,"Chelsea","PAOK Salonika",0,1200000,"Abdul Rahman Baba"
1027216,"2025-01-16","24/25",244,3062,"Marseille","Kallithea",0,5e+05,"François Mughe"
276002,"2024-07-05","24/25",1304,337,"Heracles Almelo","Birmingham",1750000,1500000,"Emil Hansson"
104700,"2019-01-23","18/19",3691,3719,"Tom Tomsk","Khimki",0,6e+05,"Ilya Kukharchuk"
124715,"2017-07-01","17/18",416,6195,"Torino","Napoli",2.1e+07,1e+07,"Nikola Maksimović"
568535,"2022-07-28","22/23",24226,1181,"Wolves U21","Blackpool",0,1e+06,"Theo Corbeanu"
205657,"2024-02-01","23/24",11,190,"Arsenal","FC Copenhagen",0,8e+05,"Rúnar Alex Rúnarsson"
282199,"2019-06-30","18/19",132,9265,"NAC Breda","Man City U23",0,6e+05,"Erik Palmer-Brown"
496357,"2023-02-15","22/23",7775,279,"Hatayspor","Ferencváros",0,1500000,"Mehdi Boudjemaa"
800175,"2024-02-01","23/24",150,537,"Real Betis","Botafogo",1.6e+07,1.2e+07,"Luiz Henrique"
701819,"2023-08-11","23/24",276,1038,"Hellas Verona","Sampdoria",0,5e+05,"Daniele Ghilardi"
503977,"2021-02-01","20/21",281,164,"Man City","Blackburn",0,2300000,"Taylor Harwood-Bellis"
230784,"2015-06-30","14/15",3302,3679,"UD Almería","Atl. Madrid B",0,2500000,"Thomas Partey"
293168,"2018-08-09","18/19",419,1003,"Dinamo Zagreb","Leicester",14500000,1.1e+07,"Filip Benkovic"
125020,"2013-07-06","13/14",1775,1030,"San Lorenzo","Argentinos Jrs.",0,7e+05,"José Luis Palomino"
206717,"2023-01-23","22/23",2282,667,"Club Brugge","R. Strasbourg",2500000,3e+06,"Eduard Sobol"
272539,"2024-07-24","24/25",354,3057,"KV Mechelen","Standard Liège",5e+05,2e+06,"David Bates"
413118,"2022-06-30","21/22",347,855,"FC Metz","Guingamp",0,1800000,"Sikou Niakaté"
579263,"2024-07-13","24/25",4441,618,"Wolfsberger AC","Saint-Étienne",3e+06,3e+06,"Augustine Boakye"
130353,"2012-06-30","11/12",11008,3832,"Juventus U19","Fram Reykjavík",0,50000,"Hördur Magnússon"
158816,"2012-02-27","11/12",2804,1032,"Barnet","Reading",0,50000,"Jordan Obita"
505655,"2025-06-30","24/25",3268,10330,"Casa Pia","Benfica B",0,1e+06,"Henrique Pereira"
402733,"2024-06-30","23/24",703,368,"Nottm Forest","Sevilla FC",0,1e+07,"Gonzalo Montiel"
431755,"2020-01-01","19/20",130,800,"Parma","Atalanta BC",0,2.5e+07,"Dejan Kulusevski"
177779,"2016-06-30","15/16",80,533,"VfL Bochum","TSG Hoffenheim",0,1e+06,"Janik Haberer"
726035,"2024-06-30","23/24",61825,48332,"FC Minaj","Kolos Kovalivka",0,150000,"Kiril Popov"
136401,"2011-10-24","11/12",2793,6340,"Southend United","Braintree",0,50000,"Daniel Bentley"
356546,"2019-01-30","18/19",40188,11245,"San Luis","UD Sanse",0,5e+05,"Borja González"
340538,"2017-01-16","16/17",46,12361,"Inter","Marbella FC",0,3e+05,"Zé Turbo"
708241,"2024-02-06","23/24",660,60551,"Shakhtar D.","SC Dnipro-1",0,6e+05,"Oleg Ocheretko"
71830,"2024-02-08","23/24",6912,218,"Vizela","San Jose",0,9e+05,"Bruno Wilson"
390304,"2021-07-17","21/22",1025,8970,"Bologna","Frosinone",0,2e+05,"Federico Ravaglia"
372712,"2018-07-01","18/19",3911,667,"Stade Brestois","R. Strasbourg",2e+06,7e+05,"Ibrahima Sissoko"
642721,"2021-08-03","21/22",45193,221,"Puerto Cabello","Santos",0,350000,"Matías Lacava"
198005,"2021-08-15","21/22",504,4294,"Grasshoppers","Farense",0,250000,"Cristian Ponde"
282734,"2023-07-26","23/24",338,2381,"Dynamo Kyiv","Sivasspor",0,1700000,"Gerson Rodrigues"
680806,"2025-06-30","24/25",58,180,"RSC Anderlecht","Southampton",0,8e+06,"Samuel Edozie"
532541,"2024-05-31","23/24",512,543,"Stoke City","Wolves",0,5e+06,"Luke Cundle"
59446,"2016-06-30","15/16",16242,6414,"Gelios Kharkiv","Metalist Kharkiv",0,2e+05,"Denys Sydorenko"
565531,"2024-02-01","23/24",371,25580,"Celtic","Melbourne City",0,1500000,"Marco Tilio"
205054,"2016-07-01","16/17",1627,12,"Catania","AS Roma",1500000,7e+05,"Norbert Gyömbér"
119031,"2023-01-30","22/23",6574,141,"Sassuolo","Galatasaray",0,4500000,"Kaan Ayhan"
546712,"2019-07-01","19/20",362,8815,"Akademisk BK","Bröndby IF U19",0,25000,"Anis Slimane"
274461,"2017-08-30","17/18",16,533,"Bor. Dortmund","TSG Hoffenheim",0,3e+06,"Felix Passlack"
392570,"2023-06-30","22/23",458,6574,"Palermo","Sassuolo",0,1100000,"Marco Sala"
468036,"2019-08-21","19/20",265,169,"Panathinaikos","Panionios",0,6e+05,"Dimitris Emmanouilidis"
332069,"2018-08-14","18/19",5866,1842,"Brönshöj BK","FC Roskilde",0,50000,"Philip Rejnhold"
187024,"2017-07-11","17/18",964,40426,"Zenit S-Pb","Tosno",0,6e+05,"Evgeniy Chernov"
170646,"2015-01-01","14/15",801,190,"IFK Göteborg","FC Copenhagen",1300000,7e+05,"Ludwig Augustinsson"
821535,"2025-01-21","24/25",61825,48726,"FC Minaj","Rukh Lviv",0,3e+05,"Artur Remenyak"
196722,"2016-03-24","15/16",1123,2454,"Norwich","Doncaster",0,1e+05,"Remi Matthews"
345468,"2020-10-01","20/21",527,1237,"Lausanne-Sport","Brighton",4e+06,1500000,"Andi Zeqiri"
140191,"2018-07-01","18/19",931,379,"Fulham","West Ham",0,4e+06,"Ryan Fredericks"
398163,"2023-06-30","22/23",3709,12,"Getafe","AS Roma",0,2800000,"Gonzalo Villar"
631996,"2023-01-02","22/23",25769,703,"Guanacasteca","Nottm Forest",0,275000,"Brandon Aguilera"
431706,"2020-02-03","19/20",21507,1186,"Loko-Kazanka M.","Torpedo Moskau",15000,175000,"Vitaliy Botnar"
282734,"2023-06-30","22/23",17209,338,"Al-Wehda","Dynamo Kyiv",0,1700000,"Gerson Rodrigues"
537860,"2019-06-30","18/19",9007,8963,"Arsenal Kyiv","Shakhtar II",0,2e+05,"Mykhaylo Mudryk"
497175,"2020-01-30","19/20",10868,2969,"US Orléans","Dijon",1e+06,8e+05,"Aurélien Scheidler"
292837,"2022-01-01","21/22",232,2698,"Spartak Moscow","Rubin Kazan",1500000,1500000,"Aleksandr Lomovitskiy"
289587,"2017-06-30","16/17",244,58,"Marseille","RSC Anderlecht",0,1250000,"Aaron Leya Iseka"
284270,"2022-08-17","22/23",18,192,"Bor. M'gladbach","Roda JC",0,350000,"Moritz Nicolas"
346314,"2019-08-08","19/20",9250,1110,"Chelsea U23","Huddersfield",0,3e+06,"Trevoh Chalobah"
257482,"2018-06-30","17/18",475,1091,"Sint-Truiden","PAOK Salonika",0,1e+06,"Charilaos Charisis"
94307,"2017-01-30","16/17",294,1038,"Benfica","Sampdoria",0,3e+06,"Filip Djuricic"
524537,"2019-07-01","19/20",3026,1220,"Morton","Carlisle United",0,250000,"Jack Iredale"
368468,"2023-07-01","23/24",6600,2410,"Internacional","CSKA Moscow",2300000,5e+06,"Moisés"
689637,"2024-07-01","24/25",131,150,"Barcelona","Real Betis",9e+06,1.5e+07,"Chadi Riad"
312819,"2018-07-20","18/19",58,80,"RSC Anderlecht","VfL Bochum",0,1e+06,"Silvere Ganvoula"
94307,"2018-06-30","17/18",4171,1038,"Benevento","Sampdoria",0,1500000,"Filip Djuricic"
194549,"2023-06-30","22/23",4171,380,"Benevento","Salernitana",0,6e+05,"Simy"
181469,"2023-08-02","23/24",499,3385,"Vitesse","Panserraikos",0,3e+05,"Tomas Hajek"
449496,"2019-06-30","18/19",993,366,"Córdoba CF","Real Valladolid",0,6e+05,"Álvaro Aguado"
197473,"2022-06-30","21/22",1390,130,"Cagliari Calcio","Parma",0,2500000,"Alberto Grassi"
256942,"2024-01-31","23/24",33741,63007,"FC Drita","LNZ Cherkasy",250000,325000,"Hajdin Salihu"
234193,"2015-06-30","14/15",29228,2282,"Mouscron","Club Brugge",0,4e+05,"Birger Verstraete"
93177,"2019-06-30","18/19",3714,121,"Enisey","Dinamo Moscow",0,1e+06,"Aleksandr Zotov"
874759,"2024-01-31","23/24",11282,2318,"Alanyaspor","Kusadasispor",0,50000,"Eren Berberoğlu"
123682,"2011-05-01","10/11",3825,32636,"Kettering","Coventry U21",0,50000,"Callum Wilson"
344565,"2024-01-13","23/24",2698,2741,"Rubin Kazan","Baltika",0,8e+05,"Vitaliy Lisakovich"
40613,"2011-05-31","10/11",1132,9250,"Burnley","Chelsea Res.",0,1e+06,"Jack Cork"
630989,"2021-08-09","21/22",2865,993,"Betis Deportivo","Córdoba CF",0,50000,"Ricardo Visus"
226074,"2016-07-21","16/17",131,41,"Barcelona","Hamburger SV",5e+06,1e+07,"Alen Halilovic"
118302,"2023-06-30","22/23",3999,4441,"PAS Lamia","Wolfsberger AC",0,450000,"Nikolaos Vergos"
337670,"2022-07-12","22/23",130,354,"Parma","KV Mechelen",0,1700000,"Alessio da Cruz"
1033963,"2023-07-31","23/24",978,660,"Vasco da Gama","Shakhtar D.",3500000,9e+05,"Eguinaldo"
31067,"2016-01-28","15/16",6195,4102,"Napoli","Carpi",0,4e+06,"Jonathan de Guzmán"
256819,"2015-07-26","15/16",21725,4585,"Tyrnavos 2005","Anag. Karditsas",0,125000,"Nikolaos Tsoukalos"
395602,"2018-06-30","17/18",1161,995,"Chamois Niort","FC Nantes",0,4e+05,"Alexandre Olliero"
191891,"2013-08-30","13/14",15,167,"B. Leverkusen","FC Augsburg",0,2500000,"Arkadiusz Milik"
157535,"2017-07-27","17/18",683,703,"Olympiacos","Nottm Forest",0,8e+05,"Andreas Bouchalakis"
216375,"2019-07-10","19/20",1025,3057,"Bologna","Standard Liège",3750000,5e+06,"Felipe Avenatti"
584139,"2022-07-05","22/23",29175,17422,"Resistencia SC","Guabirá",0,150000,"Rodrigo Ruiz Díaz"
165513,"2016-08-31","16/17",800,2331,"Atalanta BC","Avellino",0,8e+05,"Berat Djimsiti"
145707,"2015-07-01","15/16",720,418,"FC Porto","Real Madrid",31500000,2.5e+07,"Danilo"
391720,"2021-07-23","21/22",327,1158,"NK Osijek","FC Lorient",2500000,1200000,"Igor Silva"
33210,"2011-07-01","11/12",192,383,"Roda JC","PSV Eindhoven",0,2500000,"Przemyslaw Tyton"
386126,"2022-01-07","21/22",2381,6890,"Sivasspor","Basaksehir",0,8e+05,"Okechukwu Azubuike"
536081,"2022-02-03","21/22",3329,6105,"Famalicão","FC Ashdod",0,3e+05,"Lawrence Ofori"
51321,"2008-11-01","08/09",3064,358,"Hereford Utd.","Charlton",0,150000,"Darren Randolph"
153427,"2018-08-31","18/19",1533,367,"SD Eibar","Rayo Vallecano",750000,1e+06,"Bebé"
159143,"2012-07-01","12/13",1269,39110,"PEC Zwolle","Quick Boys '31",0,50000,"Delano van Crooij"
510388,"2018-06-30","17/18",1536,20844,"Burgos CF","Real Avilés",0,50000,"Lucas Anacker"
199470,"2014-01-17","13/14",11688,20,"Giresunspor","Bursaspor",130000,75000,"Onurcan Piri"
188077,"2015-09-01","15/16",2451,371,"Inverness CT","Celtic",680000,250000,"Ryan Christie"
48870,"2018-07-01","18/19",39,1110,"1.FSV Mainz 05","Huddersfield",2500000,5e+06,"Jonas Lössl"
222813,"2019-06-30","18/19",44,31,"Hertha BSC","Liverpool",0,2e+07,"Marko Grujić"
149729,"2021-07-13","21/22",46,294,"Inter","Benfica",0,1.2e+07,"João Mário"
468066,"2018-07-01","18/19",1118,865,"Örgryte","FC Midtjylland",170000,50000,"Jens Cajuste"
274340,"2020-01-28","19/20",32129,786,"Balzan FC","AEL Limassol",0,250000,"Andrija Majdevac"
393239,"2021-08-27","21/22",306,1421,"Heerenveen","Stade Reims",2e+06,2400000,"Mitchell van Bergen"
494237,"2020-06-30","19/20",1080,162,"Stade Lavallois","Monaco",0,150000,"Wilson Isidor"
186172,"2021-08-01","21/22",641,3840,"Middlesbrough","Adana Demirspor",0,3e+06,"Britt Assombalonga"
615650,"2024-07-01","24/25",3243,75231,"KamAZ","Dinamo Makhach.",280000,6e+05,"Valentin Paltsev"
231289,"2016-06-30","15/16",2420,720,"Vit. Guimarães","FC Porto",0,3250000,"Otávio"
726860,"2024-02-01","23/24",2578,9253,"St. Johnstone","Newcastle U21",0,175000,"Jay Turner-Cooke"
105653,"2018-07-19","18/19",126,833,"C. Rizespor","Denizlispor",0,5e+05,"Recep Niyaz"
189740,"2014-08-11","14/15",985,419,"Man Utd","Dinamo Zagreb",0,2800000,"Ángelo Henríquez"
297373,"2019-06-30","18/19",18216,1269,"Achilles '29","PEC Zwolle",0,1e+05,"Mike Hauptmeijer"
113052,"2018-07-01","18/19",833,2375,"Denizlispor","Altay SK",0,150000,"Leandro Kappel"
284732,"2015-07-01","15/16",30929,969,"Paradou AC","Montpellier",0,1e+06,"Ramy Bensebaini"
251846,"2020-10-03","20/21",2687,2865,"Cádiz CF","Betis Deportivo",0,650000,"David Carmona"
873252,"2022-12-31","22/23",8781,1771,"Dep. Cuenca","Tristan Suarez",0,450000,"Bruno Duarte"
550116,"2021-08-31","21/22",1005,4097,"Lecce","Catanzaro",0,250000,"Ilario Monterisi"
126751,"2014-06-30","13/14",13222,621,"CD Mirandés","Athletic",0,8e+05,"Iñigo Ruiz de Galarreta"
337811,"2017-07-06","17/18",36745,4541,"Tuttocuoio","UC AlbinoLeffe",0,125000,"Francesco Gelli"
112515,"2024-08-28","24/25",131,940,"Barcelona","Celta de Vigo",0,2e+06,"Marcos Alonso"
44466,"2019-01-01","18/19",16,24,"Bor. Dortmund","E. Frankfurt",0,1500000,"Sebastian Rode"
815014,"2021-02-01","20/21",19789,3209,"Y. Malatyaspor","Pendikspor ",0,50000,"Atakan Müjde"
223058,"2017-07-01","17/18",42109,450,"Karmiotissa","Dukla Prague",0,2e+05,"Ivan Ostojic"
840149,"2022-06-30","21/22",485,14444,"Hrv Dragovoljac","HNK Rijeka U19",0,650000,"Matija Frigan"
132764,"2022-01-17","21/22",987,1519,"Motherwell FC","Dundee United",119000,9e+05,"Tony Watt"
234733,"2020-08-12","20/21",653,54585,"OFI Crete FC","Sepsi OSK",50000,250000,"Panagiotis Deligiannidis"
669305,"2024-08-07","24/25",338,39097,"Dynamo Kyiv","Obolon",0,2e+05,"Viktor Bliznichenko"
533568,"2023-08-20","23/24",3938,1108,"CA Talleres","Alavés",1e+06,3e+06,"Nahuel Tenaglia"
107010,"2010-08-30","10/11",9060,669,"BSK Borca","Partizan",3e+05,450000,"Stefan Savic"
662334,"2024-01-05","23/24",9252,1189,"Liverpool U21","St. Pat's",0,4e+05,"Marcelo Pitaluga"
418659,"2025-01-31","24/25",273,244,"Stade Rennais","Marseille",1.9e+07,2e+07,"Amine Gouiri"
323876,"2020-01-14","19/20",776,11449,"Coritiba FC","CRB",0,50000,"Thalisson"
384060,"2015-12-01","15/16",1044,36193,"Djurgården","Harare City",0,1e+05,"Tino Kadewere"
200188,"2014-07-03","14/15",416,4331,"Torino","Trapani",0,3e+05,"Mattia Aramu"
392717,"2019-07-04","19/20",89,25,"Union Berlin","Energie Cottbus",0,1e+05,"Lennart Moser"
396536,"2022-08-31","22/23",10690,338,"Zorya Lugansk","Dynamo Kyiv",0,4e+05,"Roman Vantukh"
322985,"2017-08-07","17/18",234,1455,"Feyenoord","FC Dordrecht",0,350000,"Gustavo Hamer"
136537,"2024-01-27","23/24",6992,6560,"Chornomorets","Z. Sosnowiec",0,250000,"Oleksiy Shevchenko"
182108,"2018-09-05","18/19",189,4035,"Boca Juniors","Pachuca",0,1e+06,"Seba Pérez"
587550,"2021-01-01","20/21",9961,20466,"Deportivo Cali","Bogotá FC",0,50000,"Rafael Bustamante"
268112,"2023-01-28","22/23",932,1096,"Loko Moscow","Royal Antwerp",0,4e+06,"Gyrano Kerk"
12029,"2011-06-30","10/11",1160,1082,"Nîmes Olympique","LOSC Lille",0,750000,"Ludovic Butelle"
408471,"2020-08-17","19/20",142,714,"Real Zaragoza","Espanyol",0,9e+05,"Javi Puado"
346890,"2023-07-22","23/24",409,5,"RB Salzburg","AC Milan",15500000,2e+07,"Noah Okafor"
203895,"2019-06-30","18/19",116,452,"FC Aarau","BSC Young Boys",0,5e+05,"Nicolas Bürgy"
288230,"2017-08-25","17/18",16,131,"Bor. Dortmund","Barcelona",1.35e+08,3.3e+07,"Ousmane Dembélé"
114422,"2016-07-01","16/17",114,1467,"Besiktas","Göztepe",75000,8e+05,"Günay Güvenç"
88680,"2015-07-15","15/16",86,105,"Werder Bremen","Darmstadt 98",0,1500000,"Luca Caldirola"
93763,"2022-07-01","22/23",44,33,"Hertha BSC","FC Schalke 04",0,3e+06,"Alexander Schwolow"
606023,"2024-01-25","23/24",2288,306,"Swansea","Heerenveen",0,350000,"Nathan Tjoe-A-On"
60542,"2018-08-20","18/19",12,368,"AS Roma","Sevilla FC",0,7500000,"Maxime Gonalons"
68863,"2011-07-16","11/12",2470,1038,"Barça U19","Sampdoria",3e+05,2e+05,"Mauro Icardi"
538810,"2020-10-02","20/21",366,11000,"Real Valladolid","CD Lugo",0,250000,"Chris Ramos"
324804,"2020-08-31","19/20",130,46,"Parma","Inter",0,7500000,"Yann Karamoh"
297070,"2015-07-17","15/16",204,1421,"Lierse SK","Stade Reims",9e+05,9e+05,"Hamari Traoré"
257751,"2015-07-20","15/16",3522,1387,"Spezia Calcio","Robur Siena",0,175000,"Simone Bastoni"
952174,"2024-01-17","23/24",2293,37962,"Konyaspor","Karaman FK",0,50000,"Ata Berk Karababa"
187188,"2015-06-30","14/15",798,8817,"Excelsior","Ajax U21",0,350000,"Bas Kuipers"
983677,"2025-06-30","24/25",1304,317,"Heracles Almelo","Twente FC",0,250000,"Mats Rots"
64793,"2014-06-30","13/14",4361,6574,"Varese","Sassuolo",0,1500000,"Leonardo Pavoletti"
880330,"2022-08-03","22/23",667,30204,"R. Strasbourg","FC Annecy",0,8e+05,"Moïse Sahi Dion"
182424,"2023-06-30","22/23",601,1096,"KV Kortrijk","Royal Antwerp",0,5e+05,"Dorian Dessoleil"
352332,"2017-06-30","16/17",26871,1162,"US Avranches","SM Caen",0,250000,"Florian Le Joncour"
177031,"2018-01-31","17/18",141,1085,"Galatasaray","Vitória Setúbal",0,2e+06,"Emrah Başsan"
810096,"2024-08-31","24/25",583,1075,"Paris SG","SC Braga",0,7500000,"Ismaël Gharbi"
496921,"2023-01-12","22/23",10695,3725,"Soligorsk","Akhmat Grozny",150000,250000,"Zaim Divanovic"
183288,"2014-07-01","14/15",180,985,"Southampton","Man Utd",37500000,1.3e+07,"Luke Shaw"
501743,"2021-01-04","20/21",943,5026,"Yokohama FC","Lommel SK",2210000,625000,"Koki Saito"
129092,"2024-09-01","24/25",1053,1177,"Aalborg BK","Silkeborg IF",0,3e+05,"Rasmus Thelander"
203510,"2024-02-07","23/24",14589,2741,"Orenburg","Baltika",0,4e+05,"Yuriy Kovalev"
126673,"2021-01-10","20/21",1082,1025,"LOSC Lille","Bologna",0,3500000,"Adama Soumaoro"
330060,"2023-09-16","23/24",338,3999,"Dynamo Kyiv","PAS Lamia",0,1500000,"Sidcley"
126610,"2025-07-01","25/26",5817,362,"Sönderjyske","Akademisk BK",0,50000,"Marc Dal Hende"
465988,"2019-07-31","19/20",19114,4172,"Sassuolo U20","AC Pisa",1e+05,25000,"Elia Giani"
284321,"2023-12-31","23/24",1070,932,"Colon","Loko Moscow",0,1400000,"Germán Conti"
293603,"2024-07-22","24/25",589,119,"Antalyaspor","M. Tel Aviv",0,9e+05,"Sagiv Jehezkel"
40792,"2015-07-01","15/16",254,80,"SV Sandhausen","VfL Bochum",0,9e+05,"Manuel Riemann"
355370,"2016-06-30","15/16",14171,618,"Évian","Saint-Étienne",0,150000,"Dylan Saint-Louis"
93844,"2015-07-14","15/16",42,3,"Hannover 96","1.FC Köln",2500000,4e+06,"Leonardo Bittencourt"
371008,"2020-07-31","19/20",26985,44796,"NK Bravo","Din. Zagreb II",0,4e+05,"Roko Baturina"
60577,"2018-07-01","18/19",1041,416,"Olympique Lyon","Torino",3500000,1e+07,"Nicolas N'Koulou"
251813,"2016-11-30","16/17",2844,272,"Norrköping","AIK",0,150000,"Niclas Eliasson"
781196,"2025-06-30","24/25",3211,114,"Batman Petrol","Besiktas",0,50000,"Azad Demir"
116900,"2019-01-11","18/19",89,206,"Union Berlin","Bröndby IF",650000,9e+05,"Simon Hedlund"
562671,"2022-01-07","21/22",327,45457,"NK Osijek","Pafos FC",0,2e+05,"Talys"
235355,"2013-08-02","13/14",6012,18941,"IK Frej Täby","Kallon FC",0,1e+05,"Alhaji Kamara"
485585,"2022-07-15","22/23",9250,1132,"Chelsea U21","Burnley",0,5e+06,"Ian Maatsen"
166086,"2021-01-20","20/21",282,2293,"FK Sarajevo","Konyaspor",375000,8e+05,"Amar Rahmanovic"
477924,"2020-08-04","20/21",12374,449,"Altinordu","Trabzonspor",307000,3e+05,"Taha Tepe"
313097,"2024-01-05","23/24",968,1455,"KVC Westerlo","FC Dordrecht",0,3e+05,"Léo Seydoux"
318507,"2022-01-05","21/22",1420,618,"Angers SCO","Saint-Étienne",0,1e+07,"Paul Bernardoni"
708678,"2023-09-01","23/24",244,1158,"Marseille","FC Lorient",8e+06,6e+06,"Isaak Touré"
355104,"2017-01-11","16/17",12,2790,"AS Roma","FC Lugano",0,150000,"José Machín"
528833,"2025-06-30","24/25",800,410,"Atalanta BC","Udinese Calcio",0,2e+07,"Lazar Samardžić"
187587,"2017-06-30","16/17",24,430,"E. Frankfurt","Fiorentina",0,2500000,"Ante Rebić"
263267,"2022-06-30","21/22",19,410,"Brescia","Udinese Calcio",0,1500000,"Riad Bajic"
1127413,"2024-07-22","24/25",2410,48951,"CSKA Moscow","FC KIA",0,1e+05,"Amirhossein Reyvandi"
297212,"2023-06-30","22/23",273,148,"Stade Rennais","Tottenham",0,7e+06,"Joe Rodon"
395522,"2024-01-25","23/24",1162,6912,"SM Caen","Vizela",6e+05,1500000,"Samuel Essende"
242295,"2022-06-30","21/22",11596,16486,"Alcorcón","CF Fuenlabrada",0,5e+05,"Álex Mula"
174094,"2023-01-23","22/23",405,667,"Aston Villa","R. Strasbourg",0,6e+06,"Morgan Sanson"
56523,"2021-07-20","21/22",1268,235,"ADO Den Haag","RKC Waalwijk",0,350000,"Michiel Kramer"
544895,"2019-06-30","18/19",7378,585,"Portimonense","São Paulo",0,1e+05,"Paulinho"
369706,"2022-06-30","21/22",2497,45604,"Real Oviedo","Orlando",0,4e+05,"Matheus Aiás"
126414,"2013-06-30","12/13",48,41,"Karlsruher SC","Hamburger SV",0,3e+06,"Hakan Çalhanoğlu"
220878,"2021-06-30","20/21",826,415,"Lens","Toulouse",0,2e+06,"Issiaga Sylla"
583917,"2021-02-23","20/21",2049,255,"KF Tirana","Legia Warszawa",5e+05,525000,"Ernest Muci"
612758,"2024-07-19","24/25",724,1435,"FC Volendam","Go Ahead Eagles",5e+05,650000,"Calvin Twigt"
461657,"2021-01-21","20/21",29109,61825,"Girnyk-Sport","FC Minaj",0,1e+05,"Oleksandr Petrusenko"
432604,"2017-07-31","17/18",44006,15027,"BB Bodrumspor","Manisaspor U21",0,25000,"Kağan Bağış"
678075,"2020-02-01","19/20",24041,6631,"Meiji Uni","FC Tokyo",0,50000,"Shuto Abe"
25734,"2015-07-01","15/16",6414,11127,"Metalist Kharkiv","Ural",0,9e+05,"Denys Kulakov"
143029,"2013-07-01","13/14",601,294,"KV Kortrijk","Benfica",1100000,1100000,"Stefan Mitrovic"
57895,"2008-12-31","08/09",9007,338,"Arsenal Kyiv","Dynamo Kyiv",0,1700000,"Denys Oliynyk"
341227,"2019-08-30","19/20",131,33,"Barcelona","FC Schalke 04",0,5e+06,"Juan Miranda"
524590,"2020-01-31","19/20",865,1177,"FC Midtjylland","Silkeborg IF",0,5e+05,"Júnior Brumado"
587019,"2023-01-01","22/23",2288,1148,"Swansea","Brentford",0,4e+05,"Fin Stevens"
411287,"2017-07-01","17/18",1304,533,"Heracles Almelo","TSG Hoffenheim",2700000,1500000,"Justin Hoogma"
796726,"2022-12-31","22/23",3197,45176,"Goiás","Água Santa-SP",0,5e+05,"Renato Júnior"
177031,"2016-07-04","16/17",589,141,"Antalyaspor","Galatasaray",0,4600000,"Emrah Başsan"
207877,"2024-01-31","23/24",244,252,"Marseille","Genoa",7e+06,1e+07,"Ruslan Malinovskyi"
613393,"2023-06-30","22/23",724,46,"FC Volendam","Inter",0,1e+06,"Gaetano Oristanio"
97541,"2010-01-01","09/10",11741,3719,"Dynamo M II","Khimki",0,150000,"Artur Yusupov"
188338,"2013-08-06","13/14",964,317,"Zenit S-Pb","Twente FC",0,1200000,"Luka Djordjevic"
1159925,"2024-07-01","24/25",61825,53646,"FC Minaj","Polissya",1e+05,150000,"Sergiy Korniychuk"
637545,"2024-06-30","23/24",1083,16950,"Rostov","Zenit 2 S-Pb",0,2e+05,"Ilya Kirsh"
412615,"2023-12-31","22/23",43162,663,"Liepaja","Dinamo Tbilisi",0,2e+05,"Giorgi Kutsia"
307053,"2022-07-27","22/23",26459,83678,"Veres Rivne","Metalist",20000,2e+05,"Sergiy Panasenko"
574495,"2023-06-30","22/23",1005,1038,"Lecce","Sampdoria",0,2e+06,"Kristoffer Askildsen"
193098,"2014-07-15","14/15",237,367,"RCD Mallorca","Rayo Vallecano",0,8e+05,"Álex Moreno"
204049,"2021-07-29","21/22",868,2293,"Ankaragücü","Konyaspor",250000,1e+06,"Endri Cekici"
913539,"2025-06-30","24/25",1025,1038,"Bologna","Sampdoria",0,1800000,"Estanis Pedrola"
349608,"2023-06-30","22/23",6630,3840,"Sanliurfaspor ","Adana Demirspor",0,1e+05,"Abdulsamet Burak"
275935,"2023-07-21","23/24",449,3840,"Trabzonspor","Adana Demirspor",0,5e+06,"Dorukhan Toköz"
182323,"2015-02-20","14/15",537,7209,"Botafogo","ABC FC",0,5e+05,"Lucas Lima"
